id,attit,expo,age,age11,age13,age11s,age13s,ind1,ind2,ind3,ind4,ind5,female,minority,income
     615,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,3
     615,.29,-.27,13,2,0,4,0,0,0,1,0,0,1,0,3
     615,.51,.37,14,3,1,9,1,0,0,0,1,0,1,0,3
     615,.37,.32,15,4,2,16,4,0,0,0,0,1,1,0,3
     618,0,-.17,11,0,-2,0,4,1,0,0,0,0,1,0,6
     618,.2,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,6
     618,.29,.07,13,2,0,4,0,0,0,1,0,0,1,0,6
     618,.2,-.09,14,3,1,9,1,0,0,0,1,0,1,0,6
     618,.44,-.09,15,4,2,16,4,0,0,0,0,1,1,0,6
     624,.11,-.01,11,0,-2,0,4,1,0,0,0,0,1,0,3
     624,.11,.07,12,1,-1,1,1,0,1,0,0,0,1,0,3
     624,.2,-.01,13,2,0,4,0,0,0,1,0,0,1,0,3
     624,.11,-.01,14,3,1,9,1,0,0,0,1,0,1,0,3
     624,.2,-.17,15,4,2,16,4,0,0,0,0,1,1,0,3
     629,0,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,6
     629,0,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,6
     629,0,-.17,13,2,0,4,0,0,0,1,0,0,1,0,6
     629,0,-.17,14,3,1,9,1,0,0,0,1,0,1,0,6
     629,0,-.37,15,4,2,16,4,0,0,0,0,1,1,0,6
     639,.37,-.01,11,0,-2,0,4,1,0,0,0,0,0,0,4
     639,.29,.47,12,1,-1,1,1,0,1,0,0,0,0,0,4
     639,.75,.14,13,2,0,4,0,0,0,1,0,0,0,0,4
     639,.58,.69,14,3,1,9,1,0,0,0,1,0,0,0,4
     639,.64,.37,15,4,2,16,4,0,0,0,0,1,0,0,4
     648,0,-.17,11,0,-2,0,4,1,0,0,0,0,1,0,4
     648,0,.14,12,1,-1,1,1,0,1,0,0,0,1,0,4
     648,0,-.37,13,2,0,4,0,0,0,1,0,0,1,0,4
     648,0,-.27,14,3,1,9,1,0,0,0,1,0,1,0,4
     648,0,-.17,15,4,2,16,4,0,0,0,0,1,1,0,4
     651,0,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,10
     651,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,10
     651,.2,-.27,13,2,0,4,0,0,0,1,0,0,1,0,10
     651,.51,.32,14,3,1,9,1,0,0,0,1,0,1,0,10
     651,.37,-.17,15,4,2,16,4,0,0,0,0,1,1,0,10
     655,.69,.56,12,1,-1,1,1,0,1,0,0,0,0,0,5
     655,.58,.47,13,2,0,4,0,0,0,1,0,0,0,0,5
     655,.37,.37,14,3,1,9,1,0,0,0,1,0,0,0,5
     655,.94,.07,15,4,2,16,4,0,0,0,0,1,0,0,5
     657,.37,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,4
     657,.11,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,4
     657,.2,-.37,13,2,0,4,0,0,0,1,0,0,1,0,4
     657,.11,-.17,14,3,1,9,1,0,0,0,1,0,1,0,4
     657,.11,-.37,15,4,2,16,4,0,0,0,0,1,1,0,4
     659,.2,-.09,11,0,-2,0,4,1,0,0,0,0,0,1,2
     659,.44,-.09,12,1,-1,1,1,0,1,0,0,0,0,1,2
     659,.75,.14,13,2,0,4,0,0,0,1,0,0,0,1,2
     659,.64,.14,14,3,1,9,1,0,0,0,1,0,0,1,2
     659,.64,-.01,15,4,2,16,4,0,0,0,0,1,0,1,2
     668,0,-.27,12,1,-1,1,1,0,1,0,0,0,0,0,10
     668,0,-.37,13,2,0,4,0,0,0,1,0,0,0,0,10
     668,.11,-.37,14,3,1,9,1,0,0,0,1,0,0,0,10
     668,.2,-.27,15,4,2,16,4,0,0,0,0,1,0,0,10
     676,.37,.32,12,1,-1,1,1,0,1,0,0,0,1,1,3
     676,.37,.26,13,2,0,4,0,0,0,1,0,0,1,1,3
     676,.69,.14,14,3,1,9,1,0,0,0,1,0,1,1,3
     676,.85,.65,15,4,2,16,4,0,0,0,0,1,1,1,3
     677,.11,.37,11,0,-2,0,4,1,0,0,0,0,0,1,2
     677,.44,.2,12,1,-1,1,1,0,1,0,0,0,0,1,2
     677,.29,.38,13,2,0,4,0,0,0,1,0,0,0,1,2
     677,.98,.83,14,3,1,9,1,0,0,0,1,0,0,1,2
     677,.8,.42,15,4,2,16,4,0,0,0,0,1,0,1,2
     686,.58,.07,11,0,-2,0,4,1,0,0,0,0,0,0,6
     686,.44,.26,12,1,-1,1,1,0,1,0,0,0,0,0,6
     686,.44,.52,13,2,0,4,0,0,0,1,0,0,0,0,6
     686,.64,.32,14,3,1,9,1,0,0,0,1,0,0,0,6
     686,.69,.61,15,4,2,16,4,0,0,0,0,1,0,0,6
     704,.29,.07,12,1,-1,1,1,0,1,0,0,0,1,0,3
     704,.37,.52,13,2,0,4,0,0,0,1,0,0,1,0,3
     704,.37,-.27,14,3,1,9,1,0,0,0,1,0,1,0,3
     704,.69,-.09,15,4,2,16,4,0,0,0,0,1,1,0,3
     712,.11,-.27,11,0,-2,0,4,1,0,0,0,0,0,0,10
     712,.29,-.27,12,1,-1,1,1,0,1,0,0,0,0,0,10
     712,.29,-.27,13,2,0,4,0,0,0,1,0,0,0,0,10
     712,.2,-.27,14,3,1,9,1,0,0,0,1,0,0,0,10
     712,.2,-.27,15,4,2,16,4,0,0,0,0,1,0,0,10
     715,.51,-.09,11,0,-2,0,4,1,0,0,0,0,1,1,3
     715,.11,-.01,12,1,-1,1,1,0,1,0,0,0,1,1,3
     715,.29,-.09,13,2,0,4,0,0,0,1,0,0,1,1,3
     715,.44,.14,14,3,1,9,1,0,0,0,1,0,1,1,3
     715,.64,.37,15,4,2,16,4,0,0,0,0,1,1,1,3
     718,0,-.17,11,0,-2,0,4,1,0,0,0,0,0,0,1
     718,.11,.14,12,1,-1,1,1,0,1,0,0,0,0,0,1
     718,0,.26,13,2,0,4,0,0,0,1,0,0,0,0,1
     718,0,-.17,14,3,1,9,1,0,0,0,1,0,0,0,1
     718,0,-.17,15,4,2,16,4,0,0,0,0,1,0,0,1
     723,.2,-.01,11,0,-2,0,4,1,0,0,0,0,0,0,6
     723,.29,-.09,12,1,-1,1,1,0,1,0,0,0,0,0,6
     723,.11,-.27,13,2,0,4,0,0,0,1,0,0,0,0,6
     723,0,-.37,14,3,1,9,1,0,0,0,1,0,0,0,6
     723,.11,-.37,15,4,2,16,4,0,0,0,0,1,0,0,6
     725,.29,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,5
     725,.2,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,5
     725,0,-.37,13,2,0,4,0,0,0,1,0,0,1,0,5
     725,0,-.37,14,3,1,9,1,0,0,0,1,0,1,0,5
     725,0,-.37,15,4,2,16,4,0,0,0,0,1,1,0,5
     747,.2,-.17,11,0,-2,0,4,1,0,0,0,0,0,0,8
     747,0,.2,12,1,-1,1,1,0,1,0,0,0,0,0,8
     747,0,-.37,13,2,0,4,0,0,0,1,0,0,0,0,8
     747,.51,-.01,14,3,1,9,1,0,0,0,1,0,0,0,8
     747,.69,-.01,15,4,2,16,4,0,0,0,0,1,0,0,8
     749,.44,-.09,11,0,-2,0,4,1,0,0,0,0,0,1,2
     749,.37,-.17,12,1,-1,1,1,0,1,0,0,0,0,1,2
     749,.64,-.37,13,2,0,4,0,0,0,1,0,0,0,1,2
     749,.69,-.09,14,3,1,9,1,0,0,0,1,0,0,1,2
     749,.8,.14,15,4,2,16,4,0,0,0,0,1,0,1,2
     750,.37,-.27,11,0,-2,0,4,1,0,0,0,0,1,1,2
     750,.29,-.17,12,1,-1,1,1,0,1,0,0,0,1,1,2
     750,.29,-.09,13,2,0,4,0,0,0,1,0,0,1,1,2
     750,.98,.32,14,3,1,9,1,0,0,0,1,0,1,1,2
     750,.98,.2,15,4,2,16,4,0,0,0,0,1,1,1,2
     755,0,-.27,11,0,-2,0,4,1,0,0,0,0,0,0,5
     755,0,-.01,12,1,-1,1,1,0,1,0,0,0,0,0,5
     755,.51,-.17,13,2,0,4,0,0,0,1,0,0,0,0,5
     755,.44,-.09,14,3,1,9,1,0,0,0,1,0,0,0,5
     755,.69,-.27,15,4,2,16,4,0,0,0,0,1,0,0,5
     765,.2,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,6
     765,.29,.2,12,1,-1,1,1,0,1,0,0,0,1,0,6
     765,.58,-.09,13,2,0,4,0,0,0,1,0,0,1,0,6
     765,.58,-.17,14,3,1,9,1,0,0,0,1,0,1,0,6
     765,.75,.26,15,4,2,16,4,0,0,0,0,1,1,0,6
     789,.2,-.17,12,1,-1,1,1,0,1,0,0,0,0,0,4
     789,.58,.64,13,2,0,4,0,0,0,1,0,0,0,0,4
     789,.89,.76,14,3,1,9,1,0,0,0,1,0,0,0,4
     789,.85,.69,15,4,2,16,4,0,0,0,0,1,0,0,4
     818,0,-.27,11,0,-2,0,4,1,0,0,0,0,0,1,2
     818,0,-.17,12,1,-1,1,1,0,1,0,0,0,0,1,2
     818,.58,.2,13,2,0,4,0,0,0,1,0,0,0,1,2
     818,.58,.61,14,3,1,9,1,0,0,0,1,0,0,1,2
     818,0,.56,15,4,2,16,4,0,0,0,0,1,0,1,2
     824,.11,.07,11,0,-2,0,4,1,0,0,0,0,0,1,2
     824,0,-.09,12,1,-1,1,1,0,1,0,0,0,0,1,2
     824,.37,.2,13,2,0,4,0,0,0,1,0,0,0,1,2
     824,.37,.07,14,3,1,9,1,0,0,0,1,0,0,1,2
     824,.44,.37,15,4,2,16,4,0,0,0,0,1,0,1,2
     825,.44,-.27,11,0,-2,0,4,1,0,0,0,0,0,1,2
     825,.51,-.27,12,1,-1,1,1,0,1,0,0,0,0,1,2
     825,.37,.21,13,2,0,4,0,0,0,1,0,0,0,1,2
     825,.64,-.17,14,3,1,9,1,0,0,0,1,0,0,1,2
     825,.58,-.37,15,4,2,16,4,0,0,0,0,1,0,1,2
     829,0,-.17,11,0,-2,0,4,1,0,0,0,0,0,1,1
     829,.2,-.09,13,2,0,4,0,0,0,1,0,0,0,1,1
     829,.44,-.01,14,3,1,9,1,0,0,0,1,0,0,1,1
     829,.29,.14,15,4,2,16,4,0,0,0,0,1,0,1,1
     848,.29,-.26,11,0,-2,0,4,1,0,0,0,0,1,0,3
     848,.29,-.09,12,1,-1,1,1,0,1,0,0,0,1,0,3
     848,.2,-.17,13,2,0,4,0,0,0,1,0,0,1,0,3
     848,.44,.65,14,3,1,9,1,0,0,0,1,0,1,0,3
     848,.2,.61,15,4,2,16,4,0,0,0,0,1,1,0,3
     851,.29,-.27,11,0,-2,0,4,1,0,0,0,0,0,0,4
     851,.2,-.09,12,1,-1,1,1,0,1,0,0,0,0,0,4
     851,.11,-.27,13,2,0,4,0,0,0,1,0,0,0,0,4
     851,.75,.14,14,3,1,9,1,0,0,0,1,0,0,0,4
     851,.69,-.01,15,4,2,16,4,0,0,0,0,1,0,0,4
     856,.29,.2,12,1,-1,1,1,0,1,0,0,0,0,0,1
     856,.29,.07,13,2,0,4,0,0,0,1,0,0,0,0,1
     856,.58,.2,14,3,1,9,1,0,0,0,1,0,0,0,1
     856,.58,.2,15,4,2,16,4,0,0,0,0,1,0,0,1
     868,0,.61,11,0,-2,0,4,1,0,0,0,0,0,1,1
     868,.69,-.01,12,1,-1,1,1,0,1,0,0,0,0,1,1
     868,.11,-.09,13,2,0,4,0,0,0,1,0,0,0,1,1
     868,.11,-.17,14,3,1,9,1,0,0,0,1,0,0,1,1
     868,.58,-.37,15,4,2,16,4,0,0,0,0,1,0,1,1
     871,0,.2,11,0,-2,0,4,1,0,0,0,0,0,1,1
     871,.29,.07,12,1,-1,1,1,0,1,0,0,0,0,1,1
     879,.69,.26,11,0,-2,0,4,1,0,0,0,0,0,1,5
     879,0,-.01,13,2,0,4,0,0,0,1,0,0,0,1,5
     879,.2,-.27,14,3,1,9,1,0,0,0,1,0,0,1,5
     879,.2,-.09,15,4,2,16,4,0,0,0,0,1,0,1,5
     897,0,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,7
     897,.11,-.09,12,1,-1,1,1,0,1,0,0,0,1,0,7
     897,.64,.26,13,2,0,4,0,0,0,1,0,0,1,0,7
     897,0,-.09,14,3,1,9,1,0,0,0,1,0,1,0,7
     897,.2,.26,15,4,2,16,4,0,0,0,0,1,1,0,7
     901,.2,.14,11,0,-2,0,4,1,0,0,0,0,0,0,3
     901,.11,-.09,12,1,-1,1,1,0,1,0,0,0,0,0,3
     901,.2,.2,13,2,0,4,0,0,0,1,0,0,0,0,3
     901,.44,.26,14,3,1,9,1,0,0,0,1,0,0,0,3
     901,.44,.65,15,4,2,16,4,0,0,0,0,1,0,0,3
     902,0,-.37,11,0,-2,0,4,1,0,0,0,0,0,0,1
     902,0,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,1
     902,0,-.09,13,2,0,4,0,0,0,1,0,0,0,0,1
     902,.11,-.27,14,3,1,9,1,0,0,0,1,0,0,0,1
     902,.37,-.01,15,4,2,16,4,0,0,0,0,1,0,0,1
     913,0,.52,11,0,-2,0,4,1,0,0,0,0,0,0,5
     913,.2,.14,12,1,-1,1,1,0,1,0,0,0,0,0,5
     913,.2,-.17,13,2,0,4,0,0,0,1,0,0,0,0,5
     913,.2,-.09,14,3,1,9,1,0,0,0,1,0,0,0,5
     913,.29,.14,15,4,2,16,4,0,0,0,0,1,0,0,5
     918,0,-.27,11,0,-2,0,4,1,0,0,0,0,0,0,7
     918,0,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,7
     918,.2,.2,13,2,0,4,0,0,0,1,0,0,0,0,7
     918,.69,.47,14,3,1,9,1,0,0,0,1,0,0,0,7
     918,.2,.56,15,4,2,16,4,0,0,0,0,1,0,0,7
     922,.11,-.01,12,1,-1,1,1,0,1,0,0,0,1,1,1
     922,.11,-.09,13,2,0,4,0,0,0,1,0,0,1,1,1
     922,.11,-.09,14,3,1,9,1,0,0,0,1,0,1,1,1
     922,0,-.27,15,4,2,16,4,0,0,0,0,1,1,1,1
     923,0,.14,11,0,-2,0,4,1,0,0,0,0,1,1,1
     923,0,-.15,12,1,-1,1,1,0,1,0,0,0,1,1,1
     923,0,.2,13,2,0,4,0,0,0,1,0,0,1,1,1
     923,0,.86,14,3,1,9,1,0,0,0,1,0,1,1,1
     923,0,.2,15,4,2,16,4,0,0,0,0,1,1,1,1
     941,0,-.01,11,0,-2,0,4,1,0,0,0,0,1,1,1
     941,.51,-.27,12,1,-1,1,1,0,1,0,0,0,1,1,1
     941,0,-.09,13,2,0,4,0,0,0,1,0,0,1,1,1
     941,.69,-.01,14,3,1,9,1,0,0,0,1,0,1,1,1
     941,0,-.09,15,4,2,16,4,0,0,0,0,1,1,1,1
     946,.29,.32,11,0,-2,0,4,1,0,0,0,0,1,1,3
     946,.37,.11,12,1,-1,1,1,0,1,0,0,0,1,1,3
     946,.69,-.01,13,2,0,4,0,0,0,1,0,0,1,1,3
     946,.51,-.17,14,3,1,9,1,0,0,0,1,0,1,1,3
     946,.64,-.01,15,4,2,16,4,0,0,0,0,1,1,1,3
     949,.69,-.17,11,0,-2,0,4,1,0,0,0,0,1,0,3
     949,.44,-.09,12,1,-1,1,1,0,1,0,0,0,1,0,3
     949,.11,-.09,13,2,0,4,0,0,0,1,0,0,1,0,3
     949,.37,-.17,14,3,1,9,1,0,0,0,1,0,1,0,3
     949,.44,.14,15,4,2,16,4,0,0,0,0,1,1,0,3
     962,.44,.08,11,0,-2,0,4,1,0,0,0,0,0,1,1
     962,.51,.2,12,1,-1,1,1,0,1,0,0,0,0,1,1
     962,.75,.37,13,2,0,4,0,0,0,1,0,0,0,1,1
     962,.8,.47,14,3,1,9,1,0,0,0,1,0,0,1,1
     962,.2,.32,15,4,2,16,4,0,0,0,0,1,0,1,1
     963,.29,.2,12,1,-1,1,1,0,1,0,0,0,0,1,1
     963,.37,.14,13,2,0,4,0,0,0,1,0,0,0,1,1
     963,.29,.07,14,3,1,9,1,0,0,0,1,0,0,1,1
     963,0,-.09,15,4,2,16,4,0,0,0,0,1,0,1,1
     972,.11,-.37,11,0,-2,0,4,1,0,0,0,0,1,1,10
     972,.29,-.37,12,1,-1,1,1,0,1,0,0,0,1,1,10
     972,.11,-.01,13,2,0,4,0,0,0,1,0,0,1,1,10
     972,.11,.2,14,3,1,9,1,0,0,0,1,0,1,1,10
     972,.11,.26,15,4,2,16,4,0,0,0,0,1,1,1,10
     978,.2,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,4
     978,.29,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,4
     978,.75,.32,13,2,0,4,0,0,0,1,0,0,1,0,4
     978,1.24,.93,14,3,1,9,1,0,0,0,1,0,1,0,4
     978,1.2,.93,15,4,2,16,4,0,0,0,0,1,1,0,4
    1006,.2,-.27,11,0,-2,0,4,1,0,0,0,0,0,0,3
    1006,.2,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,3
    1006,.11,.2,13,2,0,4,0,0,0,1,0,0,0,0,3
    1006,0,-.37,14,3,1,9,1,0,0,0,1,0,0,0,3
    1006,0,-.37,15,4,2,16,4,0,0,0,0,1,0,0,3
    1012,0,-.01,11,0,-2,0,4,1,0,0,0,0,1,1,5
    1012,.11,-.27,13,2,0,4,0,0,0,1,0,0,1,1,5
    1012,.11,-.27,14,3,1,9,1,0,0,0,1,0,1,1,5
    1012,0,-.17,15,4,2,16,4,0,0,0,0,1,1,1,5
    1021,.2,-.17,11,0,-2,0,4,1,0,0,0,0,1,0,3
    1021,.37,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,3
    1021,.37,-.09,13,2,0,4,0,0,0,1,0,0,1,0,3
    1021,.29,-.01,14,3,1,9,1,0,0,0,1,0,1,0,3
    1021,.2,-.09,15,4,2,16,4,0,0,0,0,1,1,0,3
    1023,.11,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,6
    1023,.11,.07,12,1,-1,1,1,0,1,0,0,0,1,0,6
    1023,.29,.07,13,2,0,4,0,0,0,1,0,0,1,0,6
    1023,.37,.14,14,3,1,9,1,0,0,0,1,0,1,0,6
    1023,.11,-.01,15,4,2,16,4,0,0,0,0,1,1,0,6
    1024,0,-.09,11,0,-2,0,4,1,0,0,0,0,1,0,3
    1024,.11,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,3
    1024,0,-.27,13,2,0,4,0,0,0,1,0,0,1,0,3
    1024,.11,-.01,14,3,1,9,1,0,0,0,1,0,1,0,3
    1024,.29,.07,15,4,2,16,4,0,0,0,0,1,1,0,3
    1030,0,-.01,11,0,-2,0,4,1,0,0,0,0,1,1,3
    1030,0,-.27,12,1,-1,1,1,0,1,0,0,0,1,1,3
    1030,.2,.32,13,2,0,4,0,0,0,1,0,0,1,1,3
    1030,.64,.07,14,3,1,9,1,0,0,0,1,0,1,1,3
    1030,.69,.32,15,4,2,16,4,0,0,0,0,1,1,1,3
    1040,.37,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,6
    1040,0,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,6
    1040,.2,-.27,13,2,0,4,0,0,0,1,0,0,1,0,6
    1040,.37,-.09,14,3,1,9,1,0,0,0,1,0,1,0,6
    1040,.44,-.01,15,4,2,16,4,0,0,0,0,1,1,0,6
    1042,.2,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,8
    1042,.11,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,8
    1042,.2,-.01,13,2,0,4,0,0,0,1,0,0,1,0,8
    1042,.2,-.17,14,3,1,9,1,0,0,0,1,0,1,0,8
    1042,.44,-.01,15,4,2,16,4,0,0,0,0,1,1,0,8
    1044,.51,-.09,11,0,-2,0,4,1,0,0,0,0,0,0,6
    1044,.29,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,6
    1044,.51,-.17,13,2,0,4,0,0,0,1,0,0,0,0,6
    1044,.51,.2,14,3,1,9,1,0,0,0,1,0,0,0,6
    1044,.51,.07,15,4,2,16,4,0,0,0,0,1,0,0,6
    1049,.2,-.37,11,0,-2,0,4,1,0,0,0,0,0,0,8
    1049,.37,-.09,12,1,-1,1,1,0,1,0,0,0,0,0,8
    1049,.29,-.09,13,2,0,4,0,0,0,1,0,0,0,0,8
    1049,.29,-.37,14,3,1,9,1,0,0,0,1,0,0,0,8
    1049,.29,-.37,15,4,2,16,4,0,0,0,0,1,0,0,8
    1053,.2,-.09,11,0,-2,0,4,1,0,0,0,0,0,0,3
    1053,0,.07,12,1,-1,1,1,0,1,0,0,0,0,0,3
    1053,0,-.37,13,2,0,4,0,0,0,1,0,0,0,0,3
    1053,0,-.37,14,3,1,9,1,0,0,0,1,0,0,0,3
    1053,.2,-.27,15,4,2,16,4,0,0,0,0,1,0,0,3
    1059,.2,-.37,11,0,-2,0,4,1,0,0,0,0,1,1,5
    1059,0,-.17,12,1,-1,1,1,0,1,0,0,0,1,1,5
    1059,.64,-.37,13,2,0,4,0,0,0,1,0,0,1,1,5
    1059,.69,-.37,14,3,1,9,1,0,0,0,1,0,1,1,5
    1059,.64,.14,15,4,2,16,4,0,0,0,0,1,1,1,5
    1062,.8,.42,11,0,-2,0,4,1,0,0,0,0,0,1,2
    1062,0,-.27,12,1,-1,1,1,0,1,0,0,0,0,1,2
    1062,.94,.32,13,2,0,4,0,0,0,1,0,0,0,1,2
    1062,.8,.96,14,3,1,9,1,0,0,0,1,0,0,1,2
    1062,.64,.69,15,4,2,16,4,0,0,0,0,1,0,1,2
    1064,.11,.14,11,0,-2,0,4,1,0,0,0,0,0,1,6
    1064,.37,-.12,12,1,-1,1,1,0,1,0,0,0,0,1,6
    1064,.44,.56,13,2,0,4,0,0,0,1,0,0,0,1,6
    1064,.29,.07,14,3,1,9,1,0,0,0,1,0,0,1,6
    1064,.51,.2,15,4,2,16,4,0,0,0,0,1,0,1,6
    1072,.2,-.01,11,0,-2,0,4,1,0,0,0,0,1,1,7
    1072,.11,-.17,12,1,-1,1,1,0,1,0,0,0,1,1,7
    1072,.69,.2,13,2,0,4,0,0,0,1,0,0,1,1,7
    1073,0,-.09,11,0,-2,0,4,1,0,0,0,0,0,1,2
    1073,0,-.01,12,1,-1,1,1,0,1,0,0,0,0,1,2
    1073,.11,-.27,13,2,0,4,0,0,0,1,0,0,0,1,2
    1073,.2,-.09,14,3,1,9,1,0,0,0,1,0,0,1,2
    1073,.29,-.17,15,4,2,16,4,0,0,0,0,1,0,1,2
    1074,.11,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,2
    1074,0,-.27,13,2,0,4,0,0,0,1,0,0,1,0,2
    1074,.69,-.27,14,3,1,9,1,0,0,0,1,0,1,0,2
    1074,.69,-.09,15,4,2,16,4,0,0,0,0,1,1,0,2
    1082,.11,-.37,12,1,-1,1,1,0,1,0,0,0,1,1,2
    1082,.2,-.17,13,2,0,4,0,0,0,1,0,0,1,1,2
    1082,.44,-.17,14,3,1,9,1,0,0,0,1,0,1,1,2
    1082,.29,-.01,15,4,2,16,4,0,0,0,0,1,1,1,2
    1103,0,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,3
    1103,0,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,3
    1103,.69,-.01,13,2,0,4,0,0,0,1,0,0,1,0,3
    1103,.51,-.17,14,3,1,9,1,0,0,0,1,0,1,0,3
    1103,.69,-.09,15,4,2,16,4,0,0,0,0,1,1,0,3
    1105,.29,.11,11,0,-2,0,4,1,0,0,0,0,1,0,4
    1105,.64,.52,12,1,-1,1,1,0,1,0,0,0,1,0,4
    1105,.69,.52,13,2,0,4,0,0,0,1,0,0,1,0,4
    1105,.64,-.01,14,3,1,9,1,0,0,0,1,0,1,0,4
    1105,.75,.37,15,4,2,16,4,0,0,0,0,1,1,0,4
    1107,.44,.32,11,0,-2,0,4,1,0,0,0,0,0,0,8
    1107,.37,.14,12,1,-1,1,1,0,1,0,0,0,0,0,8
    1107,.29,-.17,13,2,0,4,0,0,0,1,0,0,0,0,8
    1107,.75,.32,14,3,1,9,1,0,0,0,1,0,0,0,8
    1107,.8,.47,15,4,2,16,4,0,0,0,0,1,0,0,8
    1111,.58,.2,11,0,-2,0,4,1,0,0,0,0,1,0,5
    1117,.29,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,3
    1117,0,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,3
    1117,0,-.27,13,2,0,4,0,0,0,1,0,0,1,0,3
    1117,.11,-.01,14,3,1,9,1,0,0,0,1,0,1,0,3
    1117,.11,-.17,15,4,2,16,4,0,0,0,0,1,1,0,3
    1134,.11,.2,11,0,-2,0,4,1,0,0,0,0,0,1,3
    1134,0,-.09,12,1,-1,1,1,0,1,0,0,0,0,1,3
    1134,0,-.09,13,2,0,4,0,0,0,1,0,0,0,1,3
    1134,0,.14,14,3,1,9,1,0,0,0,1,0,0,1,3
    1134,.2,.2,15,4,2,16,4,0,0,0,0,1,0,1,3
    1141,0,.26,11,0,-2,0,4,1,0,0,0,0,0,0,5
    1141,.44,-.17,12,1,-1,1,1,0,1,0,0,0,0,0,5
    1141,.69,-.17,13,2,0,4,0,0,0,1,0,0,0,0,5
    1141,.51,-.17,14,3,1,9,1,0,0,0,1,0,0,0,5
    1141,.11,-.37,15,4,2,16,4,0,0,0,0,1,0,0,5
    1143,.29,.07,11,0,-2,0,4,1,0,0,0,0,0,0,5
    1143,.11,.14,12,1,-1,1,1,0,1,0,0,0,0,0,5
    1143,.69,.61,13,2,0,4,0,0,0,1,0,0,0,0,5
    1143,.64,.61,14,3,1,9,1,0,0,0,1,0,0,0,5
    1143,.64,.37,15,4,2,16,4,0,0,0,0,1,0,0,5
    1152,.58,-.09,13,2,0,4,0,0,0,1,0,0,0,0,2
    1152,.69,-.01,14,3,1,9,1,0,0,0,1,0,0,0,2
    1152,.37,.14,15,4,2,16,4,0,0,0,0,1,0,0,2
    1160,.29,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,3
    1160,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,3
    1160,0,-.27,13,2,0,4,0,0,0,1,0,0,1,0,3
    1160,.11,-.27,14,3,1,9,1,0,0,0,1,0,1,0,3
    1160,.2,-.27,15,4,2,16,4,0,0,0,0,1,1,0,3
    1161,.11,-.37,13,2,0,4,0,0,0,1,0,0,0,0,2
    1161,.29,-.17,14,3,1,9,1,0,0,0,1,0,0,0,2
    1161,.11,-.01,15,4,2,16,4,0,0,0,0,1,0,0,2
    1165,.2,.07,11,0,-2,0,4,1,0,0,0,0,0,0,8
    1165,.11,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,8
    1165,.29,.07,13,2,0,4,0,0,0,1,0,0,0,0,8
    1165,.44,-.37,14,3,1,9,1,0,0,0,1,0,0,0,8
    1165,.37,-.27,15,4,2,16,4,0,0,0,0,1,0,0,8
    1167,.2,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,10
    1167,.75,.32,13,2,0,4,0,0,0,1,0,0,1,0,10
    1167,.89,.37,14,3,1,9,1,0,0,0,1,0,1,0,10
    1167,.51,.42,15,4,2,16,4,0,0,0,0,1,1,0,10
    1174,.29,-.09,11,0,-2,0,4,1,0,0,0,0,1,0,8
    1174,.11,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,8
    1174,.2,-.27,13,2,0,4,0,0,0,1,0,0,1,0,8
    1174,.37,-.17,14,3,1,9,1,0,0,0,1,0,1,0,8
    1174,.69,.07,15,4,2,16,4,0,0,0,0,1,1,0,8
    1179,.29,-.01,11,0,-2,0,4,1,0,0,0,0,1,0,7
    1179,.2,-.09,12,1,-1,1,1,0,1,0,0,0,1,0,7
    1179,.2,-.09,13,2,0,4,0,0,0,1,0,0,1,0,7
